"type","begin_time","frequency","count","created with version","exported with version","project","last_name","first_name","born","sex","measurement_date","record_name"
"record","0.00000","2000","33640","Noraxon MR3 3.20.68","3.20.68","Kevin test","KEVIN","","","male","2025-07-17T16:09:36.565+08:00","EMG 2 channel recording-3"

"time","Activity","Marker","RT VMO (uV)","RT SEMITEND. (uV)"
4.93200,,,-7.656246316,-3.054841975
4.93250,,,-12.84455125,-9.463924537
4.93300,,,-18.64324499,-12.21067421
4.93350,,,-24.13674433,-8.853535721
4.93400,,,-26.883494,-4.275619606
4.93450,,,-25.66271637,-1.528869936
4.93500,,,-23.22116111,0.3022965098
4.93550,,,-20.77960585,2.438657364
4.93600,,,-18.03285618,1.523074141
4.93650,,,-13.76013447,-4.580814013
4.93700,,,-7.656246316,-10.07431335
4.93750,,,-0.3315805309,-7.63275809
4.93800,,,7.298279662,1.828268548
4.93850,,,13.40216782,10.06851756
4.93900,,,14.62294545,12.20487841
4.93950,,,11.87619578,10.37371196
4.94000,,,10.35022374,9.152934333
4.94050,,,12.48658459,9.458128741
4.94100,,,16.45411189,10.98410078
4.94150,,,17.36969512,14.03604486
4.94200,,,14.62294545,18.00357216
4.94250,,,11.26580696,19.52954419
4.94300,,,9.434640516,17.39318334
4.94350,,,9.739834923,15.56201689
4.94400,,,10.96061255,17.08798893
4.94450,,,11.26580696,20.75032183
4.94500,,,9.434640516,21.05551623
4.94550,,,5.772307623,17.08798893
4.94600,,,2.720363546,11.59448959
4.94650,,,2.109974731,8.23735111
4.94700,,,3.330752362,9.152934333
4.94750,,,3.635946769,12.51007282
4.94800,,,1.499585915,16.47760012
4.94850,,,-2.467941385,18.30876656
4.94900,,,-7.0458575,17.39318334
4.94950,,,-9.79260717,15.25682249
4.95000,,,-11.31857921,13.12046163
4.95050,,,-13.14974565,10.67890637
4.95100,,,-14.67571769,7.321767887
4.95150,,,-14.06532888,3.964629402
4.95200,,,-11.0133848,1.828268548
4.95250,,,-8.571829539,-1.223675529
4.95300,,,-9.182218354,-6.106786052
4.95350,,,-10.40299599,-10.68470217
4.95400,,,-9.79260717,-12.82106302
4.95450,,,-7.961440723,-11.60028539
4.95500,,,-7.351051908,-10.07431335
4.95550,,,-7.656246316,-10.37950776
4.95600,,,-5.214691054,-12.21067421
4.95650,,,-0.0263861232,-13.73664624
4.95700,,,3.941141177,-14.34703506
4.95750,,,1.804780323,-13.12625743
4.95800,,,-3.383524608,-10.07431335
4.95850,,,-6.130274277,-6.106786052
4.95900,,,-3.993913423,-3.054841975
4.95950,,,-0.0263861232,-1.834064344
4.96000,,,3.025557954,-1.528869936
4.96050,,,6.077502031,-0.3080923056
4.96100,,,10.96061255,2.438657364
4.96150,,,16.14891748,5.490601441
4.96200,,,17.98008393,7.932156702
4.96250,,,14.92813985,7.932156702
4.96300,,,11.26580696,7.321767887
4.96350,,,10.65541815,9.152934333
4.96400,,,11.87619578,14.03604486
4.96450,,,11.57100137,19.22434979
4.96500,,,8.519057292,21.36071064
4.96550,,,4.246335585,21.05551623
4.96600,,,-0.0263861232,20.75032183
4.96650,,,-4.604302239,21.36071064
4.96700,,,-6.740663093,20.13993301
4.96750,,,-5.214691054,15.56201689
4.96800,,,-2.773135793,10.67890637
4.96850,,,-2.162746977,7.932156702
4.96900,,,-2.773135793,7.016573479
4.96950,,,-1.857552569,4.575018218
4.97000,,,-0.0263861232,1.828268548
4.97050,,,1.194391508,1.523074141
4.97100,,,2.720363546,2.743851771
4.97150,,,6.687890846,2.438657364
4.97200,,,10.04502933,-0.002897897924
4.97250,,,9.739834923,-0.918481121
4.97300,,,8.213862885,-0.002897897924
4.97350,,,10.65541815,-0.3080923056
4.97400,,,17.06450071,-3.360036383
4.97450,,,20.7268336,-4.886008421
4.97500,,,17.67488952,-2.749647567
4.97550,,,11.87619578,-0.918481121
4.97600,,,8.213862885,-5.496397237
4.97650,,,6.382696439,-13.43145184
4.97700,,,2.720363546,-16.78859032
4.97750,,,-1.247163754,-12.51586861
4.97800,,,-2.773135793,-5.801591644
4.97850,,,-0.9419693463,-2.44445316
4.97900,,,-0.0263861232,-2.44445316
4.97950,,,-2.773135793,-3.054841975
4.98000,,,-8.877023947,-3.970425198
4.98050,,,-13.45494006,-5.496397237
4.98100,,,-13.76013447,-6.41198046
4.98150,,,-11.92896802,-5.191202829
4.98200,,,-11.92896802,-3.054841975
4.98250,,,-15.59130092,-2.139258752
4.98300,,,-18.9484394,-1.834064344
4.98350,,,-18.64324499,-0.6132867133
4.98400,,,-15.28610651,1.828268548
4.98450,,,-11.62377362,4.26982381
4.98500,,,-10.70819039,6.711379072
4.98550,,,-12.53935684,10.37371196
4.98600,,,-14.9809121,14.95162808
4.98650,,,-14.06532888,17.39318334
4.98700,,,-7.656246316,15.8672113
4.98750,,,1.194391508,12.51007282
4.98800,,,6.687890846,9.763323149
4.98850,,,7.298279662,8.847739925
4.98900,,,6.077502031,8.23735111
4.98950,,,6.687890846,6.100990256
4.99000,,,7.298279662,3.354240587
4.99050,,,6.382696439,1.217879733
4.99100,,,5.161918808,1.523074141
4.99150,,,6.077502031,4.26982381
4.99200,,,8.213862885,8.847739925
4.99250,,,9.739834923,13.42565604
4.99300,,,9.739834923,16.17240571
4.99350,,,9.129446108,16.78279453
4.99400,,,8.213862885,16.47760012
4.99450,,,8.519057292,16.78279453
4.99500,,,9.434640516,18.00357216
4.99550,,,10.35022374,20.13993301
4.99600,,,9.739834923,22.58148827
4.99650,,,8.519057292,23.8022659
4.99700,,,6.077502031,22.58148827
4.99750,,,0.5840026922,18.91915538
4.99800,,,-8.877023947,14.34123926
4.99850,,,-18.9484394,8.542545518
4.99900,,,-23.22116111,1.217879733
4.99950,,,-22.9159667,-6.106786052
5.00000,,,-24.13674433,-9.769118944
5.00050,,,-29.63024367,-7.63275809
5.00100,,,-34.8185486,-3.360036383
5.00150,,,-36.03932623,-2.44445316
5.00200,,,-37.26010386,-5.801591644
5.00250,,,-40.92243676,-10.37950776
5.00300,,,-43.66918642,-12.82106302
5.00350,,,-40.00685353,-11.29509098
5.00400,,,-30.54582689,-6.717174867
5.00450,,,-20.16921703,-0.6132867133
5.00500,,,-12.84455125,4.575018218
5.00550,,,-7.961440723,7.321767887
5.00600,,,-3.383524608,8.23735111
5.00650,,,0.5840026922,9.763323149
5.00700,,,5.467113215,13.73085045
5.00750,,,11.26580696,18.30876656
5.00800,,,17.67488952,19.22434979
5.00850,,,22.86319445,15.8672113
5.00900,,,25.91513853,10.06851756
5.00950,,,26.52552735,4.26982381
5.01000,,,24.6943609,-0.002897897924
5.01050,,,21.94761123,-3.054841975
5.01100,,,19.81125038,-3.360036383
5.01150,,,19.50605597,-1.528869936
5.01200,,,20.7268336,-0.6132867133
5.01250,,,19.81125038,-3.054841975
5.01300,,,14.62294545,-6.717174867
5.01350,,,6.077502031,-7.937952498
5.01400,,,-0.3315805309,-6.717174867
5.01450,,,-1.857552569,-4.886008421
5.01500,,,-0.0263861232,-3.054841975
5.01550,,,1.194391508,-1.223675529
5.01600,,,-0.0263861232,0.3022965098
5.01650,,,-0.9419693463,1.217879733
5.01700,,,-1.247163754,2.743851771
5.01750,,,-2.162746977,5.185407033
5.01800,,,-4.299107831,7.016573479
5.01850,,,-4.909496646,5.795795848
5.01900,,,-1.552358162,3.049046179
5.01950,,,2.415169138,0.6074909175
5.02000,,,3.635946769,-1.223675529
5.02050,,,1.804780323,-3.66523079
5.02100,,,1.194391508,-6.106786052
5.02150,,,3.025557954,-6.106786052
5.02200,,,6.382696439,-4.886008421
5.02250,,,9.739834923,-3.970425198
5.02300,,,12.18139018,-3.970425198
5.02350,,,12.791779,-2.139258752
5.02400,,,12.18139018,1.828268548
5.02450,,,11.26580696,5.795795848
5.02500,,,11.26580696,9.763323149
5.02550,,,9.739834923,14.03604486
5.02600,,,5.161918808,16.78279453
5.02650,,,-0.9419693463,16.47760012
5.02700,,,-5.82507987,14.64643367
5.02750,,,-7.351051908,14.64643367
5.02800,,,-6.435468685,17.39318334
5.02850,,,-4.299107831,20.75032183
5.02900,,,-0.6367749386,23.19187709
5.02950,,,2.720363546,23.4970715
5.03000,,,5.467113215,21.97109946
5.03050,,,6.993085254,19.22434979
5.03100,,,8.213862885,16.47760012
5.03150,,,9.739834923,14.95162808
5.03200,,,12.18139018,13.12046163
5.03250,,,15.53852867,10.37371196
5.03300,,,17.98008393,6.711379072
5.03350,,,17.67488952,4.26982381
5.03400,,,15.53852867,3.964629402
5.03450,,,14.31775104,4.26982381
5.03500,,,13.40216782,5.185407033
5.03550,,,11.57100137,5.185407033
5.03600,,,9.129446108,3.049046179
5.03650,,,7.298279662,-0.002897897924
5.03700,,,4.551529992,-1.528869936
5.03750,,,-2.773135793,-1.223675529
5.03800,,,-12.84455125,-0.002897897924
5.03850,,,-17.42246736,2.438657364
5.03900,,,-12.23416243,6.406184664
5.03950,,,-3.993913423,10.98410078
5.04000,,,-0.0263861232,13.73085045
5.04050,,,0.2788082845,14.34123926
5.04100,,,1.499585915,14.95162808
5.04150,,,3.330752362,16.17240571
5.04200,,,3.635946769,17.08798893
5.04250,,,3.330752362,17.69837775
5.04300,,,4.551529992,18.61396097
5.04350,,,7.603474069,19.52954419
5.04400,,,7.603474069,18.61396097
5.04450,,,3.635946769,15.56201689
5.04500,,,-1.857552569,11.899684
5.04550,,,-5.82507987,7.932156702
5.04600,,,-7.656246316,3.659434994
5.04650,,,-7.656246316,-2.139258752
5.04700,,,-7.0458575,-7.022369275
5.04750,,,-6.435468685,-9.769118944
5.04800,,,-5.82507987,-11.60028539
5.04850,,,-4.604302239,-14.04184065
5.04900,,,-3.383524608,-16.17820151
5.04950,,,-4.909496646,-15.8730071
5.05000,,,-8.877023947,-13.12625743
5.05050,,,-12.23416243,-10.07431335
5.05100,,,-11.62377362,-8.548341314
5.05150,,,-9.182218354,-7.937952498
5.05200,,,-9.182218354,-7.63275809
5.05250,,,-12.53935684,-7.022369275
5.05300,,,-18.33805059,-6.717174867
5.05350,,,-23.52635552,-8.243146906
5.05400,,,-26.57829959,-10.98989658
5.05450,,,-26.27310519,-12.82106302
5.05500,,,-21.38999466,-11.29509098
5.05550,,,-14.67571769,-7.022369275
5.05600,,,-9.79260717,-3.360036383
5.05650,,,-8.571829539,-2.139258752
5.05700,,,-10.40299599,-2.44445316
5.05750,,,-11.62377362,-2.44445316
5.05800,,,-10.09780158,-1.223675529
5.05850,,,-5.82507987,0.9126853252
5.05900,,,-0.0263861232,2.133462956
5.05950,,,5.772307623,2.743851771
5.06000,,,10.35022374,3.049046179
5.06050,,,13.09697341,3.354240587
5.06100,,,13.09697341,3.964629402
5.06150,,,10.65541815,3.964629402
5.06200,,,7.603474069,4.575018218
5.06250,,,6.687890846,6.406184664
5.06300,,,8.8242517,10.67890637
5.06350,,,11.87619578,15.8672113
5.06400,,,12.18139018,19.52954419
5.06450,,,10.35022374,18.91915538
5.06500,,,9.129446108,15.56201689
5.06550,,,9.129446108,13.12046163
5.06600,,,6.687890846,12.20487841
5.06650,,,-0.0263861232,10.67890637
5.06700,,,-9.487412762,5.490601441
5.06750,,,-16.20168973,-1.834064344
5.06800,,,-18.64324499,-7.63275809
5.06850,,,-18.64324499,-9.769118944
5.06900,,,-17.72766177,-9.769118944
5.06950,,,-15.28610651,-10.07431335
5.07000,,,-12.23416243,-10.07431335
5.07050,,,-9.79260717,-7.937952498
5.07100,,,-7.656246316,-3.360036383
5.07150,,,-2.773135793,1.217879733
5.07200,,,3.025557954,3.354240587
5.07250,,,5.772307623,3.354240587
5.07300,,,4.8567244,1.828268548
5.07350,,,5.772307623,1.217879733
5.07400,,,10.65541815,3.354240587
5.07450,,,14.31775104,7.321767887
5.07500,,,12.18139018,12.20487841
5.07550,,,7.298279662,14.03604486
5.07600,,,6.077502031,11.59448959
5.07650,,,9.129446108,7.321767887
5.07700,,,11.57100137,5.795795848
5.07750,,,12.18139018,8.23735111
5.07800,,,12.791779,13.42565604
5.07850,,,12.791779,16.47760012
5.07900,,,8.8242517,15.25682249
5.07950,,,1.804780323,10.06851756
5.08000,,,-3.688719016,5.185407033
5.08050,,,-6.130274277,4.575018218
5.08100,,,-8.266635131,7.932156702
5.08150,,,-12.84455125,11.59448959
5.08200,,,-19.55882822,10.98410078
5.08250,,,-26.27310519,6.711379072
5.08300,,,-32.37699334,3.354240587
5.08350,,,-36.95490946,2.438657364
5.08400,,,-36.95490946,2.743851771
5.08450,,,-30.54582689,2.133462956
5.08500,,,-19.55882822,2.133462956
5.08550,,,-9.487412762,3.964629402
5.08600,,,-5.519885462,6.711379072
5.08650,,,-8.877023947,7.626962295
5.08700,,,-14.67571769,5.795795848
5.08750,,,-16.81207855,3.964629402
5.08800,,,-12.53935684,3.354240587
5.08850,,,-5.214691054,4.26982381
5.08900,,,1.499585915,7.626962295
5.08950,,,7.908668477,12.20487841
5.09000,,,14.92813985,15.56201689
5.09050,,,20.11644479,16.17240571
5.09100,,,20.11644479,14.64643367
5.09150,,,16.7593063,12.81526723
5.09200,,,16.14891748,11.59448959
5.09250,,,18.59047275,10.37371196
5.09300,,,19.50605597,8.542545518
5.09350,,,15.53852867,8.23735111
5.09400,,,11.57100137,9.458128741
5.09450,,,12.48658459,9.763323149
5.09500,,,16.7593063,6.100990256
5.09550,,,17.67488952,-0.6132867133
5.09600,,,13.09697341,-7.327563683
5.09650,,,8.213862885,-9.463924537
5.09700,,,6.993085254,-7.022369275
5.09750,,,7.908668477,-3.66523079
5.09800,,,7.603474069,-1.834064344
5.09850,,,6.077502031,-1.834064344
5.09900,,,5.772307623,-1.834064344
5.09950,,,7.298279662,-1.223675529
5.10000,,,8.519057292,-0.3080923056
5.10050,,,6.687890846,0.9126853252
5.10100,,,4.551529992,2.743851771
5.10150,,,4.246335585,4.26982381
5.10200,,,4.246335585,4.880212625
5.10250,,,2.720363546,3.659434994
5.10300,,,0.2788082845,1.217879733
5.10350,,,-0.3315805309,-2.139258752
5.10400,,,-0.3315805309,-6.41198046
5.10450,,,-2.162746977,-10.98989658
5.10500,,,-6.130274277,-13.73664624
5.10550,,,-8.266635131,-11.9054798
5.10600,,,-6.435468685,-7.022369275
5.10650,,,-2.773135793,-2.44445316
5.10700,,,0.8891970999,0.9126853252
5.10750,,,6.993085254,3.964629402
5.10800,,,15.23333426,8.23735111
5.10850,,,21.03202801,11.899684
5.10900,,,19.81125038,13.42565604
5.10950,,,15.84372308,13.73085045
5.11000,,,15.53852867,14.34123926
5.11050,,,18.89566715,14.03604486
5.11100,,,19.20086156,12.51007282
5.11150,,,14.31775104,9.763323149
5.11200,,,10.04502933,7.932156702
5.11250,,,10.04502933,8.23735111
5.11300,,,10.96061255,9.152934333
5.11350,,,8.8242517,8.23735111
5.11400,,,6.687890846,5.795795848
5.11450,,,8.8242517,3.659434994
5.11500,,,12.48658459,2.133462956
5.11550,,,11.26580696,0.3022965098
5.11600,,,6.382696439,-2.749647567
5.11650,,,3.635946769,-6.106786052
5.11700,,,4.8567244,-8.243146906
5.11750,,,2.720363546,-9.463924537
5.11800,,,-4.909496646,-11.29509098
5.11850,,,-12.84455125,-12.21067421
5.11900,,,-12.53935684,-8.853535721
5.11950,,,-7.351051908,-1.834064344
5.12000,,,-4.299107831,3.964629402
5.12050,,,-3.993913423,6.100990256
5.12100,,,-1.247163754,6.100990256
5.12150,,,5.772307623,6.406184664
5.12200,,,11.87619578,7.626962295
5.12250,,,12.791779,8.542545518
5.12300,,,10.04502933,8.847739925
5.12350,,,7.298279662,8.542545518
5.12400,,,6.687890846,7.626962295
5.12450,,,7.603474069,5.185407033
5.12500,,,9.129446108,2.743851771
5.12550,,,9.129446108,1.828268548
5.12600,,,6.687890846,1.828268548
5.12650,,,3.025557954,0.6074909175
5.12700,,,0.2788082845,-2.749647567
5.12750,,,-1.857552569,-6.41198046
5.12800,,,-7.351051908,-8.548341314
5.12850,,,-15.89649532,-9.158730129
5.12900,,,-22.9159667,-10.68470217
5.12950,,,-25.35752196,-12.82106302
5.13000,,,-25.66271637,-13.43145184
5.13050,,,-26.883494,-11.29509098
5.13100,,,-27.79907722,-6.717174867
5.13150,,,-25.66271637,-2.44445316
5.13200,,,-20.47441144,0.9126853252
5.13250,,,-14.67571769,3.964629402
5.13300,,,-9.182218354,7.932156702
5.13350,,,-2.467941385,13.12046163
5.13400,,,4.8567244,18.00357216
5.13450,,,10.04502933,21.36071064
5.13500,,,11.57100137,22.58148827
5.13550,,,12.18139018,22.88668268
5.13600,,,13.70736222,22.58148827
5.13650,,,14.31775104,22.27629386
5.13700,,,12.791779,21.97109946
5.13750,,,10.35022374,21.05551623
5.13800,,,7.298279662,18.91915538
5.13850,,,2.415169138,13.12046163
5.13900,,,-5.82507987,4.880212625
5.13950,,,-15.59130092,-1.528869936
5.14000,,,-22.00038348,-3.054841975
5.14050,,,-22.9159667,-0.918481121
5.14100,,,-21.38999466,-0.3080923056
5.14150,,,-21.08480025,-2.44445316
5.14200,,,-23.52635552,-5.496397237
5.14250,,,-27.18868841,-8.243146906
5.14300,,,-29.63024367,-10.98989658
5.14350,,,-27.49388282,-13.12625743
5.14400,,,-21.69518907,-10.37950776
5.14450,,,-16.20168973,-3.054841975
5.14500,,,-14.37052329,3.964629402
5.14550,,,-13.76013447,5.795795848
5.14600,,,-11.0133848,5.490601441
5.14650,,,-6.435468685,6.711379072
5.14700,,,-2.162746977,9.458128741
5.14750,,,-0.0263861232,12.20487841
5.14800,,,1.499585915,14.34123926
5.14850,,,2.109974731,17.39318334
5.14900,,,1.194391508,20.75032183
5.14950,,,0.2788082845,22.88668268
5.15000,,,1.194391508,23.4970715
5.15050,,,2.109974731,23.19187709
5.15100,,,1.194391508,22.58148827
5.15150,,,-1.552358162,22.88668268
5.15200,,,-3.383524608,24.71784913
5.15250,,,-3.383524608,26.24382116
5.15300,,,-3.993913423,23.8022659
5.15350,,,-5.82507987,16.78279453
5.15400,,,-6.130274277,10.37371196
5.15450,,,-3.688719016,7.321767887
5.15500,,,-1.247163754,6.406184664
5.15550,,,-1.552358162,3.964629402
5.15600,,,-3.688719016,0.9126853252
5.15650,,,-4.299107831,-2.44445316
5.15700,,,-3.0783302,-5.191202829
5.15750,,,-1.552358162,-8.243146906
5.15800,,,-0.0263861232,-9.769118944
5.15850,,,1.499585915,-8.853535721
5.15900,,,3.025557954,-7.63275809
5.15950,,,3.025557954,-9.158730129
5.16000,,,1.499585915,-11.29509098
5.16050,,,1.499585915,-11.29509098
5.16100,,,4.246335585,-8.243146906
5.16150,,,9.739834923,-4.580814013
5.16200,,,15.23333426,-1.834064344
5.16250,,,17.36969512,0.6074909175
5.16300,,,16.14891748,3.354240587
5.16350,,,13.70736222,4.26982381
5.16400,,,13.09697341,3.049046179
5.16450,,,14.01255663,0.6074909175
5.16500,,,14.31775104,-0.3080923056
5.16550,,,11.87619578,0.6074909175
5.16600,,,8.213862885,1.828268548
5.16650,,,4.8567244,2.743851771
5.16700,,,1.804780323,2.743851771
5.16750,,,-0.3315805309,2.743851771
5.16800,,,-1.857552569,3.049046179
5.16850,,,-1.247163754,3.354240587
5.16900,,,-0.3315805309,3.659434994
5.16950,,,-1.552358162,3.964629402
5.17000,,,-4.604302239,3.964629402
5.17050,,,-6.435468685,3.964629402
5.17100,,,-4.909496646,3.659434994
5.17150,,,-0.6367749386,2.438657364
5.17200,,,2.720363546,3.354240587
5.17250,,,5.161918808,6.406184664
5.17300,,,7.298279662,10.37371196
5.17350,,,9.739834923,13.42565604
5.17400,,,11.57100137,14.95162808
5.17450,,,12.18139018,16.17240571
5.17500,,,11.57100137,18.00357216
5.17550,,,10.96061255,19.22434979
5.17600,,,11.26580696,20.13993301
5.17650,,,11.57100137,20.44512742
5.17700,,,8.213862885,19.52954419
5.17750,,,0.2788082845,15.8672113
5.17800,,,-8.571829539,10.06851756
5.17850,,,-14.67571769,4.880212625
5.17900,,,-15.89649532,2.133462956
5.17950,,,-17.11727295,0.6074909175
5.18000,,,-20.47441144,-1.223675529
5.18050,,,-24.44193874,-3.054841975
5.18100,,,-25.05232755,-3.970425198
5.18150,,,-22.30557789,-3.66523079
5.18200,,,-18.64324499,-3.360036383
5.18250,,,-14.37052329,-4.275619606
5.18300,,,-9.487412762,-6.41198046
5.18350,,,-6.435468685,-8.548341314
5.18400,,,-7.961440723,-9.158730129
5.18450,,,-11.62377362,-7.022369275
5.18500,,,-11.31857921,-1.528869936
5.18550,,,-4.909496646,5.185407033
5.18600,,,2.415169138,10.37371196
5.18650,,,6.687890846,11.899684
5.18700,,,8.213862885,11.28929519
5.18750,,,10.35022374,11.28929519
5.18800,,,13.40216782,12.81526723
5.18850,,,14.92813985,14.03604486
5.18900,,,14.62294545,13.73085045
5.18950,,,14.92813985,12.51007282
5.19000,,,16.45411189,11.28929519
5.19050,,,18.28527834,8.542545518
5.19100,,,19.50605597,4.26982381
5.19150,,,20.42163919,0.3022965098
5.19200,,,20.11644479,-1.834064344
5.19250,,,18.89566715,-2.749647567
5.19300,,,17.98008393,-4.580814013
5.19350,,,18.28527834,-7.327563683
5.19400,,,18.59047275,-9.769118944
5.19450,,,16.14891748,-11.29509098
5.19500,,,10.96061255,-13.43145184
5.19550,,,5.467113215,-14.65222947
5.19600,,,0.5840026922,-13.73664624
5.19650,,,-4.909496646,-9.463924537
5.19700,,,-11.92896802,-4.275619606
5.19750,,,-16.20168973,-0.002897897924
5.19800,,,-14.67571769,3.354240587
5.19850,,,-7.961440723,5.795795848
5.19900,,,-0.9419693463,7.932156702
5.19950,,,0.5840026922,8.847739925
5.20000,,,-3.688719016,9.458128741
5.20050,,,-13.14974565,10.67890637
5.20100,,,-22.9159667,11.899684
5.20150,,,-28.40946604,12.51007282
5.20200,,,-27.79907722,11.899684
5.20250,,,-22.30557789,9.458128741
5.20300,,,-16.20168973,5.795795848
5.20350,,,-11.31857921,3.354240587
5.20400,,,-7.0458575,2.743851771
5.20450,,,-3.383524608,2.743851771
5.20500,,,-2.467941385,1.217879733
5.20550,,,-3.993913423,-1.223675529
5.20600,,,-4.299107831,-1.223675529
5.20650,,,-1.247163754,1.217879733
5.20700,,,3.330752362,3.659434994
5.20750,,,6.382696439,3.354240587
5.20800,,,6.687890846,2.743851771
5.20850,,,6.993085254,3.964629402
5.20900,,,8.519057292,6.100990256
5.20950,,,9.129446108,5.795795848
5.21000,,,8.519057292,3.964629402
5.21050,,,8.519057292,4.26982381
5.21100,,,11.57100137,7.321767887
5.21150,,,16.45411189,9.458128741
5.21200,,,19.50605597,8.542545518
5.21250,,,18.89566715,7.626962295
5.21300,,,17.06450071,9.152934333
5.21350,,,15.53852867,10.67890637
5.21400,,,15.53852867,9.152934333
5.21450,,,17.67488952,6.711379072
5.21500,,,21.03202801,5.795795848
5.21550,,,22.25280564,6.406184664
5.21600,,,20.7268336,5.490601441
5.21650,,,18.89566715,2.743851771
5.21700,,,20.11644479,0.6074909175
5.21750,,,22.25280564,0.6074909175
5.21800,,,18.89566715,1.523074141
5.21850,,,8.519057292,1.217879733
5.21900,,,-1.857552569,0.3022965098
5.21950,,,-6.740663093,1.217879733
5.22000,,,-6.130274277,3.354240587
5.22050,,,-4.604302239,5.795795848
5.22100,,,-3.993913423,7.016573479
5.22150,,,-4.604302239,6.406184664
5.22200,,,-6.130274277,4.575018218
5.22250,,,-9.487412762,3.964629402
5.22300,,,-13.14974565,5.185407033
5.22350,,,-16.20168973,7.626962295
5.22400,,,-19.25363381,8.23735111
5.22450,,,-24.44193874,7.016573479
5.22500,,,-30.24063249,3.964629402
5.22550,,,-32.68218775,-0.002897897924
5.22600,,,-30.54582689,-3.054841975
5.22650,,,-25.66271637,-3.054841975
5.22700,,,-20.77960585,-0.002897897924
5.22750,,,-18.33805059,2.438657364
5.22800,,,-17.42246736,1.217879733
5.22850,,,-17.11727295,-3.054841975
5.22900,,,-15.28610651,-6.106786052
5.22950,,,-12.23416243,-5.801591644
5.23000,,,-9.487412762,-4.275619606
5.23050,,,-7.961440723,-3.054841975
5.23100,,,-6.435468685,-2.749647567
5.23150,,,-3.0783302,-3.360036383
5.23200,,,0.8891970999,-4.886008421
5.23250,,,3.941141177,-6.106786052
5.23300,,,6.687890846,-4.886008421
5.23350,,,11.57100137,-0.3080923056
5.23400,,,17.98008393,4.880212625
5.23450,,,21.94761123,8.542545518
5.23500,,,21.94761123,9.458128741
5.23550,,,20.42163919,9.458128741
5.23600,,,20.7268336,9.763323149
5.23650,,,23.77877768,11.59448959
5.23700,,,26.52552735,14.34123926
5.23750,,,27.44111057,15.8672113
5.23800,,,26.83072175,15.25682249
5.23850,,,25.30474972,12.81526723
5.23900,,,22.25280564,9.763323149
5.23950,,,16.45411189,5.185407033
5.24000,,,7.908668477,-1.223675529
5.24050,,,-0.9419693463,-7.937952498
5.24100,,,-7.656246316,-10.98989658
5.24150,,,-11.92896802,-9.463924537
5.24200,,,-15.28610651,-6.41198046
5.24250,,,-19.55882822,-4.275619606
5.24300,,,-23.22116111,-2.44445316
5.24350,,,-24.74713315,-1.528869936
5.24400,,,-23.83154992,-1.223675529
5.24450,,,-22.00038348,-0.002897897924
5.24500,,,-19.86402262,3.659434994
5.24550,,,-17.42246736,8.542545518
5.24600,,,-14.67571769,11.28929519
5.24650,,,-11.62377362,10.98410078
5.24700,,,-8.571829539,10.98410078
5.24750,,,-5.519885462,13.42565604
5.24800,,,-2.773135793,15.25682249
5.24850,,,0.5840026922,14.03604486
5.24900,,,6.077502031,11.899684
5.24950,,,11.87619578,12.51007282
5.25000,,,14.92813985,15.56201689
5.25050,,,15.23333426,17.39318334
5.25100,,,15.23333426,17.08798893
5.25150,,,15.84372308,15.56201689
5.25200,,,13.40216782,13.12046163
5.25250,,,7.298279662,10.98410078
5.25300,,,2.720363546,10.37371196
5.25350,,,3.025557954,12.51007282
5.25400,,,6.993085254,14.64643367
5.25450,,,8.519057292,13.73085045
5.25500,,,6.993085254,9.763323149
5.25550,,,3.941141177,5.490601441
5.25600,,,0.5840026922,2.438657364
5.25650,,,-4.604302239,0.9126853252
5.25700,,,-10.40299599,0.9126853252
5.25750,,,-13.14974565,2.133462956
5.25800,,,-12.23416243,1.217879733
5.25850,,,-10.40299599,-2.44445316
5.25900,,,-9.182218354,-6.41198046
5.25950,,,-6.435468685,-7.022369275
5.26000,,,-3.993913423,-5.191202829
5.26050,,,-6.130274277,-5.496397237
5.26100,,,-13.45494006,-7.937952498
5.26150,,,-18.64324499,-8.243146906
5.26200,,,-16.81207855,-4.580814013
5.26250,,,-11.0133848,-0.3080923056
5.26300,,,-7.656246316,0.9126853252
5.26350,,,-7.0458575,-0.002897897924
5.26400,,,-6.130274277,0.3022965098
5.26450,,,-3.688719016,2.438657364
5.26500,,,-0.6367749386,5.795795848
5.26550,,,5.161918808,9.763323149
5.26600,,,15.53852867,13.73085045
5.26650,,,26.52552735,16.47760012
5.26700,,,31.10344346,17.39318334
5.26750,,,28.6618882,18.30876656
5.26800,,,25.30474972,20.13993301
5.26850,,,24.38916649,21.66590505
5.26900,,,24.6943609,21.97109946
5.26950,,,24.38916649,21.05551623
5.27000,,,23.16838886,20.13993301
5.27050,,,20.42163919,18.30876656
5.27100,,,11.87619578,15.56201689
5.27150,,,-1.857552569,12.81526723
5.27200,,,-15.89649532,10.67890637
5.27250,,,-24.74713315,7.626962295
5.27300,,,-28.71466045,3.964629402
5.27350,,,-31.15621571,0.9126853252
5.27400,,,-33.29257656,-0.002897897924
5.27450,,,-35.42893742,-2.139258752
5.27500,,,-37.56529827,-7.63275809
5.27550,,,-40.61724235,-14.95742388
5.27600,,,-43.05879761,-20.14572881
5.27650,,,-42.44840879,-21.36650644
5.27700,,,-39.39646472,-20.75611762
5.27750,,,-35.12374301,-20.14572881
5.27800,,,-30.24063249,-19.53533999
